date,no2,o3,pm25,pm10,temperature,humidity
2020-01-01,14.0,4.0,37.0,65.0,7.0,49.0
2020-01-02,14.0,4.0,37.0,65.0,6.0,50.0
2020-01-03,14.0,4.0,56.0,101.0,6.0,48.0
2020-01-04,14.0,4.0,89.0,150.0,6.0,47.0
2020-01-05,14.0,4.0,19.0,33.0,6.0,52.0
2020-01-06,14.0,4.0,7.0,13.0,4.0,45.0
2020-01-07,14.0,4.0,21.0,34.0,4.0,44.0
2020-01-08,14.0,4.0,38.0,70.0,4.0,40.0
2020-01-09,14.0,4.0,59.0,105.0,4.0,46.0
2020-01-10,14.0,4.0,88.0,148.0,6.0,47.0
2020-01-11,14.0,4.0,75.0,132.0,7.0,55.0
2020-01-12,14.0,4.0,43.0,66.0,7.0,72.0
2020-01-13,14.0,4.0,43.0,88.0,6.0,73.0
2020-01-14,14.0,4.0,26.0,49.0,5.0,71.0
2020-01-15,15.0,4.0,29.0,60.0,4.0,71.0
2020-01-16,22.0,9.0,39.0,73.0,4.0,69.0
2020-01-17,25.0,6.0,65.0,117.0,5.0,66.0
2020-01-18,20.0,8.0,41.0,81.0,4.0,70.0
2020-01-19,19.0,24.0,38.0,65.0,6.0,63.0
2020-01-20,19.0,30.0,19.0,34.0,5.0,54.0
2020-01-21,24.0,20.0,39.0,71.0,4.0,52.0
2020-01-22,38.0,8.0,78.0,138.0,4.0,54.0
2020-01-23,29.0,21.0,61.0,108.0,5.0,53.0
2020-01-24,33.0,13.0,61.0,108.0,4.0,52.0
2020-01-25,41.0,14.0,85.0,145.0,5.0,53.0
2020-01-26,38.0,14.0,105.0,167.0,7.0,58.0
2020-01-27,48.0,3.0,110.0,166.0,9.0,72.0
2020-01-28,32.0,5.0,77.0,133.0,9.0,72.0
2020-01-29,35.0,8.0,53.0,83.0,9.0,75.0
2020-01-30,37.0,21.0,17.0,31.0,8.0,58.0
2020-01-31,42.0,13.0,38.0,65.0,7.0,56.0
2020-02-01,43.0,13.0,49.0,80.0,9.0,58.0
2020-02-02,40.0,14.0,47.0,75.0,11.0,61.0
2020-02-03,45.0,11.0,43.0,69.0,12.0,60.0
2020-02-04,27.0,16.0,25.0,43.0,13.0,61.0
2020-02-05,14.0,30.0,3.0,6.0,5.0,70.0
2020-02-06,12.0,41.0,7.0,14.0,3.0,52.0
2020-02-07,18.0,38.0,10.0,18.0,6.0,46.0
2020-02-08,20.0,34.0,18.0,30.0,9.0,49.0
2020-02-09,24.0,21.0,43.0,69.0,7.0,54.0
2020-02-10,36.0,13.0,60.0,99.0,7.0,58.0
2020-02-11,35.0,18.0,51.0,81.0,9.0,61.0
2020-02-12,24.0,28.0,12.0,21.0,10.0,57.0
2020-02-13,25.0,24.0,21.0,40.0,9.0,53.0
2020-02-14,32.0,3.0,42.0,71.0,8.0,69.0
2020-02-15,22.0,27.0,12.0,22.0,11.0,58.0
2020-02-16,23.0,21.0,27.0,48.0,9.0,55.0
2020-02-17,30.0,16.0,39.0,67.0,10.0,54.0
2020-02-18,33.0,23.0,32.0,58.0,12.0,55.0
2020-02-19,24.0,31.0,14.0,26.0,13.0,47.0
2020-02-20,16.0,35.0,9.0,16.0,9.0,54.0
2020-02-21,13.0,46.0,9.0,17.0,11.0,41.0
2020-02-22,17.0,37.0,13.0,23.0,9.0,46.0
2020-02-23,23.0,23.0,36.0,60.0,9.0,48.0
2020-02-24,29.0,22.0,30.0,55.0,10.0,49.0
2020-02-25,28.0,24.0,19.0,35.0,11.0,46.0
2020-02-26,22.0,34.0,17.0,33.0,14.0,49.0
2020-02-27,13.0,46.0,8.0,18.0,10.0,51.0
2020-02-28,18.0,29.0,13.0,23.0,7.0,54.0
2020-02-29,13.0,49.0,12.0,21.0,10.0,35.0
2020-03-01,25.0,28.0,25.0,45.0,10.0,41.0
2020-03-02,24.0,42.0,15.0,27.0,15.0,44.0
2020-03-03,19.0,47.0,11.0,23.0,16.0,54.0
2020-03-04,17.0,41.5,5.0,9.0,13.0,69.0
2020-03-05,15.0,36.0,12.0,19.0,12.0,49.0
2020-03-06,27.0,17.0,24.0,39.0,10.0,54.0
2020-03-07,23.0,14.0,27.0,38.0,11.0,73.0
2020-03-08,15.0,35.0,6.0,9.0,10.0,66.0
2020-03-09,11.0,35.0,13.0,20.0,11.0,59.0
2020-03-10,20.0,37.0,9.0,13.0,10.0,60.0
2020-03-11,24.0,27.0,28.0,43.0,12.0,56.0
2020-03-12,25.0,23.0,26.0,43.0,16.0,52.0
2020-03-13,24.0,29.0,15.0,27.0,18.0,49.0
2020-03-14,10.0,52.0,6.0,11.0,17.0,43.0
2020-03-15,12.0,31.0,9.0,14.0,11.0,61.0
2020-03-16,14.0,35.0,10.0,16.0,12.0,49.0
2020-03-17,20.0,27.0,18.0,30.0,12.0,44.0
2020-03-18,15.0,48.0,19.0,32.0,14.0,38.0
2020-03-19,16.0,45.0,18.0,30.0,15.0,34.0
2020-03-20,23.0,37.0,20.0,35.0,16.0,36.0
2020-03-21,16.0,42.0,18.0,31.0,17.0,40.0
2020-03-22,8.0,39.0,19.0,29.0,14.0,49.0
2020-03-23,8.0,35.0,10.0,16.0,5.0,64.0
2020-03-24,11.0,34.0,19.0,29.0,5.0,66.0
2020-03-25,21.0,15.0,33.0,49.0,6.0,68.0
2020-03-26,21.0,17.0,30.0,43.0,9.0,67.0
2020-03-27,17.0,23.0,22.0,41.0,12.0,65.0
2020-03-28,12.0,25.0,18.0,36.0,12.0,70.0
2020-03-29,13.5,50.0,19.0,40.0,14.0,55.0
2020-03-30,15.0,57.0,21.0,37.0,15.0,46.0
2020-03-31,21.5,48.5,18.0,27.0,11.0,45.0
2020-04-01,28.0,40.0,11.0,17.0,5.0,64.0
2020-04-02,19.0,50.0,14.0,20.0,8.0,57.0
2020-04-03,15.0,48.0,20.0,29.0,10.0,56.0
2020-04-04,18.0,37.0,19.0,25.0,11.0,68.0
2020-04-05,15.0,62.0,12.0,19.0,12.0,68.0
2020-04-06,16.0,66.0,11.0,17.0,14.0,44.0
2020-04-07,13.0,60.0,6.0,11.0,15.0,32.0
2020-04-08,18.0,52.0,8.0,15.0,16.0,31.0
2020-04-09,17.0,54.0,10.0,19.0,17.0,33.0
2020-04-10,21.0,65.0,16.0,25.0,19.0,32.0
2020-04-11,8.0,73.0,11.0,16.0,20.0,32.0
2020-04-12,6.0,71.0,10.0,15.0,19.0,38.0
2020-04-13,12.0,72.0,13.0,19.0,19.0,38.0
2020-04-14,18.0,52.0,13.0,20.0,15.0,48.0
2020-04-15,11.0,55.0,6.0,10.0,12.0,45.0
2020-04-16,13.0,50.0,10.0,16.0,14.0,42.0
2020-04-17,12.0,48.0,10.0,15.0,18.0,43.0
2020-04-18,8.0,55.0,9.0,14.0,21.0,40.0
2020-04-19,7.0,55.0,9.0,13.0,21.0,41.0
2020-04-20,7.0,56.0,9.0,15.0,20.0,50.0
2020-04-21,10.0,44.0,8.0,41.0,14.0,74.0
2020-04-22,8.0,50.0,7.0,21.0,12.0,70.0
2020-04-23,10.0,43.0,11.0,15.0,15.0,53.0
2020-04-24,15.0,48.0,11.0,17.0,17.0,46.0
2020-04-25,11.0,60.0,9.0,14.0,18.0,41.0
2020-04-26,7.0,72.0,8.0,13.0,20.0,41.0
2020-04-27,14.0,68.0,8.0,12.0,21.0,44.0
2020-04-28,13.0,58.0,9.0,14.0,21.0,47.0
2020-04-29,16.0,49.0,7.0,11.0,20.0,51.0
2020-04-30,16.0,44.0,5.0,8.0,20.0,50.0
2020-05-01,9.0,50.0,5.0,9.0,20.0,49.0
2020-05-02,12.0,38.0,7.0,11.0,17.0,62.0
2020-05-03,7.0,57.0,3.0,6.0,18.0,54.0
2020-05-04,10.0,65.0,4.0,6.0,18.0,41.0
2020-05-05,14.0,57.0,6.0,10.0,18.0,43.0
2020-05-06,23.0,42.0,6.0,10.0,16.0,59.0
2020-05-07,15.0,43.0,7.0,10.0,15.0,54.0
2020-05-08,16.0,59.0,6.0,10.0,18.0,44.0
2020-05-09,11.0,60.0,6.0,10.0,21.0,43.0
2020-05-10,8.0,60.0,7.0,11.0,22.0,51.0
2020-05-11,10.0,65.0,7.0,11.0,23.0,52.0
2020-05-12,15.0,65.0,6.0,10.0,24.0,45.0
2020-05-13,11.0,56.0,6.0,10.0,24.0,50.0
2020-05-14,12.0,55.0,8.0,18.0,25.0,53.0
2020-05-15,21.0,52.0,10.0,26.0,28.0,42.0
2020-05-16,18.0,52.0,13.0,29.0,26.0,42.0
2020-05-17,12.0,52.0,13.0,27.0,27.0,52.0
2020-05-18,14.0,48.0,12.0,23.0,27.0,53.0
2020-05-19,11.0,53.0,12.0,23.0,27.0,55.0
2020-05-20,11.0,62.0,9.0,19.0,27.0,54.0
2020-05-21,18.0,48.0,7.0,10.0,18.0,66.0
2020-05-22,15.0,73.0,4.0,7.0,21.0,39.0
2020-05-23,20.0,50.0,6.0,10.0,19.0,51.0
2020-05-24,7.0,56.0,7.0,10.0,20.0,56.0
2020-05-25,5.0,61.0,5.0,8.0,20.0,46.0
2020-05-26,19.0,45.0,4.0,8.0,17.0,58.0
2020-05-27,18.0,55.0,6.0,8.0,19.0,53.0
2020-05-28,25.0,50.0,5.0,8.0,18.0,58.0
2020-05-29,23.0,51.0,5.0,8.0,19.0,55.0
2020-05-30,17.0,64.0,6.0,10.0,20.0,51.0
2020-05-31,16.0,52.0,8.0,10.0,18.0,58.0
2020-06-01,17.0,47.0,6.0,10.0,19.0,52.0
2020-06-02,20.0,45.0,5.0,9.0,19.0,54.0
2020-06-03,18.0,47.0,5.0,8.0,19.0,48.0
2020-06-04,19.0,49.0,4.0,9.0,21.0,46.0
2020-06-05,7.0,64.0,4.0,7.0,23.0,47.0
2020-06-06,3.0,74.0,4.0,7.0,23.0,56.0
2020-06-07,5.0,60.0,4.0,7.0,24.0,51.0
2020-06-08,24.0,43.0,6.0,11.0,24.0,51.0
2020-06-09,21.0,40.0,5.0,11.0,24.0,56.0
2020-06-10,20.0,40.0,5.0,10.0,24.0,62.0
2020-06-11,18.0,44.0,4.0,9.0,21.0,69.0
2020-06-12,18.0,38.0,4.0,9.0,22.0,59.0
2020-06-13,17.0,47.0,6.0,10.0,25.0,55.0
2020-06-14,21.0,51.0,6.0,9.0,27.0,51.0
2020-06-15,32.0,50.0,4.0,7.0,26.0,43.0
2020-06-16,29.0,47.0,4.0,7.0,25.0,54.0
2020-06-17,23.0,43.0,4.0,7.0,23.0,63.0
2020-06-18,28.0,38.0,5.0,9.0,25.0,55.0
2020-06-19,30.0,51.0,3.0,7.0,26.0,45.0
2020-06-20,25.0,49.0,4.0,8.0,25.0,47.0
2020-06-21,19.0,52.0,5.0,8.0,23.0,54.0
2020-06-22,25.0,33.0,7.0,10.0,23.0,60.0
2020-06-23,28.0,20.0,4.0,6.0,21.0,76.0
2020-06-24,39.0,38.0,9.0,12.0,23.0,64.0
2020-06-25,21.0,46.0,11.0,13.0,26.0,58.0
2020-06-26,23.0,44.0,9.0,12.0,28.0,54.0
2020-06-27,21.0,54.0,10.0,14.0,28.0,54.0
2020-06-28,24.0,53.0,10.0,14.0,29.0,52.0
2020-06-29,32.0,53.0,9.0,14.0,30.0,47.0
2020-06-30,33.0,51.0,9.0,14.0,30.0,47.0
2020-07-01,20.0,69.0,6.0,10.0,30.0,41.0
2020-07-02,23.0,67.0,9.0,13.0,31.0,48.0
2020-07-03,24.0,68.0,11.0,16.0,29.0,59.0
2020-07-04,20.0,61.0,10.0,13.0,28.0,57.0
2020-07-05,17.0,70.0,18.0,22.0,29.0,55.0
2020-07-06,22.0,65.0,14.0,21.0,29.0,53.0
2020-07-07,18.0,64.0,16.0,23.0,25.0,54.0
2020-07-08,22.0,70.0,12.0,16.0,25.0,42.0
2020-07-09,22.0,66.0,5.0,10.0,26.0,43.0
2020-07-10,21.0,73.0,22.0,37.0,28.0,43.0
2020-07-11,21.0,69.0,42.0,16.0,29.0,45.0
2020-07-12,15.0,61.0,50.0,19.0,27.0,52.0
2020-07-13,17.0,70.0,34.0,7.0,25.0,40.0
2020-07-14,16.0,71.0,38.0,10.0,25.0,42.0
2020-07-15,13.0,84.0,7.0,12.0,27.0,46.0
2020-07-16,22.0,74.0,7.0,13.0,27.0,47.0
2020-07-17,20.0,73.0,11.0,15.0,26.0,53.0
2020-07-18,17.0,49.0,9.0,12.0,23.0,67.0
2020-07-19,16.0,54.0,9.0,13.0,25.0,58.0
2020-07-20,19.0,69.0,36.0,11.0,26.0,49.0
2020-07-21,21.0,68.0,8.0,11.0,27.0,49.0
2020-07-22,24.0,72.0,9.0,12.0,29.0,48.0
2020-07-23,22.0,80.0,8.0,13.0,30.0,46.0
2020-07-24,20.0,65.0,9.0,14.0,28.0,55.0
2020-07-25,20.0,57.0,9.0,13.0,27.0,61.0
2020-07-26,16.0,60.0,8.0,11.0,26.0,58.0
2020-07-27,19.0,63.0,11.0,14.0,28.0,53.0
2020-07-28,25.0,66.0,7.0,10.0,29.0,48.0
2020-07-29,25.0,71.0,8.0,11.0,30.0,45.0
2020-07-30,27.0,66.0,7.0,9.0,31.0,40.0
2020-07-31,23.0,66.0,8.0,13.0,31.0,45.0
2020-08-01,20.0,65.0,9.0,12.0,29.0,55.0
2020-08-02,19.0,85.0,4.0,7.0,29.0,39.0
2020-08-03,14.0,77.0,7.0,10.0,29.0,45.0
2020-08-04,17.0,72.0,8.0,11.0,28.0,57.0
2020-08-05,15.0,59.0,6.0,9.0,23.0,72.0
2020-08-06,28.0,31.0,7.0,10.0,21.0,81.0
2020-08-07,25.0,35.0,7.0,11.0,22.0,76.0
2020-08-08,24.0,43.0,10.0,15.0,24.0,74.0
2020-08-09,23.0,61.0,10.0,14.0,26.0,67.0
2020-08-10,25.0,49.0,18.0,23.0,27.0,60.0
2020-08-11,23.0,59.0,10.0,14.0,29.0,56.0
2020-08-12,26.0,56.0,16.0,22.0,27.0,60.0
2020-08-13,26.0,60.0,47.0,89.0,28.0,60.0
2020-08-14,23.0,57.0,31.0,63.0,28.0,58.0
2020-08-15,19.0,61.0,12.0,17.0,27.0,63.0
2020-08-16,19.0,67.0,7.0,12.0,26.0,63.0
2020-08-17,17.0,56.0,11.0,16.0,27.0,65.0
2020-08-18,19.0,53.0,11.0,15.0,27.0,66.0
2020-08-19,22.0,56.666666666666664,5.0,9.0,25.0,65.0
2020-08-20,25.0,60.333333333333336,4.0,6.0,25.0,59.0
2020-08-21,28.0,64.0,7.0,10.0,27.0,56.0
2020-08-22,22.0,61.0,8.0,12.0,28.0,56.0
2020-08-23,19.0,65.0,10.0,14.0,28.0,57.0
2020-08-24,27.0,62.0,16.0,20.0,29.0,59.0
2020-08-25,26.0,48.0,13.0,18.0,25.0,68.0
2020-08-26,25.0,56.0,8.0,12.0,25.0,59.0
2020-08-27,33.0,46.0,7.0,12.0,26.0,57.0
2020-08-28,19.0,58.0,6.0,9.0,27.0,59.0
2020-08-29,19.0,56.0,8.0,12.0,28.0,56.0
2020-08-30,22.0,56.0,7.0,11.0,28.0,52.0
2020-08-31,33.0,50.0,8.0,13.0,28.0,53.0
2020-09-01,27.0,52.0,8.0,14.0,28.0,52.0
2020-09-02,26.0,65.0,6.0,10.0,26.0,52.0
2020-09-03,29.0,58.0,5.0,9.0,25.0,53.0
2020-09-04,24.0,69.0,5.0,8.0,24.0,49.0
2020-09-05,24.0,69.0,5.0,8.0,24.0,47.0
2020-09-06,24.0,60.0,6.0,10.0,24.0,49.0
2020-09-07,25.0,54.0,7.0,11.0,26.0,53.0
2020-09-08,25.0,54.0,13.0,17.0,27.0,56.0
2020-09-09,27.0,54.0,16.0,20.0,27.0,56.0
2020-09-10,27.0,43.0,14.0,18.0,27.0,55.0
2020-09-11,30.0,53.0,12.0,15.0,27.0,45.0
2020-09-12,29.0,43.0,12.0,16.0,27.0,47.0
2020-09-13,26.0,48.0,8.0,12.0,27.0,45.0
2020-09-14,30.0,45.0,9.0,14.0,27.0,45.0
2020-09-15,35.0,40.0,12.0,17.0,27.0,44.0
2020-09-16,28.0,38.0,11.0,16.0,26.0,47.0
2020-09-17,26.0,33.0,9.0,14.0,26.0,49.0
2020-09-18,35.0,31.0,9.0,15.0,26.0,52.0
2020-09-19,24.0,49.0,10.0,15.0,25.0,43.0
2020-09-20,23.0,41.0,12.0,16.0,24.0,50.0
2020-09-21,27.0,35.0,10.0,14.0,23.0,49.0
2020-09-22,30.0,31.0,12.0,18.0,23.0,56.0
2020-09-23,26.0,24.0,15.0,21.0,22.0,67.0
2020-09-24,23.0,26.0,13.0,18.0,23.0,68.0
2020-09-25,26.0,27.0,9.0,15.0,23.0,64.0
2020-09-26,24.0,36.0,4.0,8.0,21.0,62.0
2020-09-27,15.0,45.0,3.0,5.0,20.0,53.0
2020-09-28,24.0,38.0,5.0,9.0,22.0,63.0
2020-09-29,25.0,29.0,4.0,7.0,21.0,61.0
2020-09-30,26.0,28.0,5.0,8.0,20.0,54.0
2020-10-01,28.0,23.0,6.0,10.0,19.0,56.0
2020-10-02,27.0,31.0,8.0,13.0,20.0,57.0
2020-10-03,23.0,37.0,8.0,14.0,23.0,62.0
2020-10-04,18.0,34.0,10.0,18.0,24.0,65.0
2020-10-05,31.0,21.0,10.0,22.0,25.0,67.0
2020-10-06,33.0,15.0,8.0,22.0,24.0,70.0
2020-10-07,25.0,12.0,12.0,22.0,21.0,76.0
2020-10-08,26.0,24.0,4.0,8.0,19.0,64.0
2020-10-09,21.0,40.0,5.0,10.0,21.0,54.0
2020-10-10,28.0,26.0,9.0,17.0,20.0,59.0
2020-10-11,25.0,25.0,11.0,17.0,20.0,63.0
2020-10-12,22.0,25.0,14.0,20.0,19.0,73.0
2020-10-13,28.0,32.0,3.0,7.0,19.0,63.0
2020-10-14,31.0,28.0,4.0,9.0,19.0,54.0
2020-10-15,31.0,22.0,8.0,16.0,18.0,65.0
2020-10-16,31.0,16.0,7.0,12.0,18.0,80.0
2020-10-17,26.0,21.0,9.0,16.0,18.0,67.0
2020-10-18,23.0,24.0,8.0,12.0,15.0,63.0
2020-10-19,28.0,24.0,10.0,16.0,15.0,58.0
2020-10-20,32.0,19.0,16.0,24.0,14.0,60.0
2020-10-21,35.0,17.0,19.0,29.0,14.0,63.0
2020-10-22,40.0,17.0,22.0,31.0,15.0,63.0
2020-10-23,37.0,17.0,25.0,37.0,15.0,61.0
2020-10-24,40.0,15.0,37.0,54.0,15.0,68.0
2020-10-25,21.0,14.0,40.0,53.0,16.0,76.0
2020-10-26,21.0,13.0,29.0,46.0,15.0,76.0
2020-10-27,26.0,9.0,42.0,68.0,13.0,77.0
2020-10-28,27.0,11.0,37.0,59.0,14.0,76.0
2020-10-29,26.0,15.0,31.0,47.0,16.0,71.0
2020-10-30,23.0,24.0,18.0,27.0,17.0,60.0
2020-10-31,21.0,20.0,15.0,24.0,16.0,62.0
2020-11-01,17.0,27.0,13.0,21.0,18.0,60.0
2020-11-02,25.0,14.0,28.0,43.0,15.0,65.0
2020-11-03,33.0,10.0,37.0,55.0,17.0,71.0
2020-11-04,31.0,13.0,31.0,45.0,18.0,69.0
2020-11-05,22.0,15.0,25.0,36.0,17.0,69.0
2020-11-06,22.0,19.0,14.0,22.0,16.0,60.0
2020-11-07,22.0,13.0,24.0,39.0,12.0,67.0
2020-11-08,22.0,12.0,40.0,64.0,11.0,69.0
2020-11-09,29.0,11.0,58.0,94.0,10.0,71.0
2020-11-10,26.0,10.0,55.0,89.0,9.0,71.0
2020-11-11,26.0,9.0,73.0,127.0,8.0,74.0
2020-11-12,33.0,7.0,86.0,145.0,9.0,74.0
2020-11-13,32.0,9.0,85.0,134.0,9.0,72.0
2020-11-14,30.0,11.0,73.0,113.0,10.0,70.0
2020-11-15,29.0,14.0,61.0,94.0,10.0,66.0
2020-11-16,31.0,12.0,60.0,91.0,11.0,68.0
2020-11-17,35.0,13.0,59.0,89.0,12.0,68.0
2020-11-18,25.0,15.0,29.0,44.0,13.0,67.0
2020-11-19,24.0,16.0,30.0,47.0,13.0,60.0
2020-11-20,26.0,14.0,32.0,50.0,10.0,60.0
2020-11-21,21.0,23.0,15.0,24.0,8.0,59.0
2020-11-22,20.0,21.0,34.0,50.0,9.0,53.0
2020-11-23,31.0,14.0,55.0,86.0,8.0,59.0
2020-11-24,29.0,14.0,57.0,91.0,8.0,60.0
2020-11-25,34.0,12.0,59.0,98.0,6.0,62.0
2020-11-26,39.0,12.0,78.0,125.0,6.0,60.0
2020-11-27,47.0,11.0,89.0,139.0,7.0,58.0
2020-11-28,46.0,11.0,102.0,158.0,7.0,58.0
2020-11-29,29.0,15.0,76.0,120.0,7.0,62.0
2020-11-30,23.0,15.0,22.0,36.0,5.0,65.0
2020-12-01,28.0,15.0,41.0,69.0,4.0,57.0
2020-12-02,37.0,12.0,65.0,104.0,5.0,62.0
2020-12-03,29.0,10.0,60.0,97.0,8.0,75.0
2020-12-04,20.0,27.0,31.0,44.0,11.0,74.0
2020-12-05,28.0,11.0,49.0,80.0,11.0,72.0
2020-12-06,22.0,18.0,45.0,69.0,10.0,73.0
2020-12-07,21.0,15.0,29.0,45.0,12.0,78.0
2020-12-08,20.0,12.0,28.0,43.0,10.0,77.0
2020-12-09,23.0,8.0,34.0,48.0,10.0,81.0
2020-12-10,26.0,9.0,32.0,48.0,11.0,78.0
2020-12-11,26.0,9.0,45.0,67.0,9.0,74.0
2020-12-12,25.0,11.0,45.0,64.0,11.0,77.0
2020-12-13,14.0,25.0,31.0,43.0,10.0,74.0
2020-12-14,16.0,27.0,11.0,17.0,8.0,69.0
2020-12-15,20.0,29.0,26.0,40.0,9.0,66.0
2020-12-16,23.0,9.0,53.0,92.0,6.0,76.0
2020-12-17,28.0,13.0,41.0,62.0,9.0,76.0
2020-12-18,21.0,18.0,27.0,46.0,8.0,74.0
2020-12-19,20.5,20.0,28.0,60.0,7.0,77.0
2020-12-20,20.0,22.0,25.0,40.0,7.0,73.0
2020-12-21,21.0,20.0,26.0,43.0,8.0,75.0
2020-12-22,21.0,17.0,33.0,52.0,7.0,75.0
2020-12-23,26.0,17.0,63.0,105.0,7.0,76.0
2020-12-24,25.88,17.16,79.0,165.0,6.0,77.0
2020-12-25,25.76,17.32,114.0,211.0,7.0,79.0
2020-12-26,25.64,17.48,62.0,92.0,9.0,78.0
2020-12-27,25.52,17.64,27.0,53.0,6.0,79.0
2020-12-28,25.4,17.8,38.0,62.0,8.0,78.0
2020-12-29,25.28,17.96,23.0,35.0,11.0,71.0
2020-12-30,25.16,18.12,10.0,22.0,13.0,66.0
2020-12-31,25.04,18.28,10.0,18.0,12.0,65.0
2021-01-01,24.92,18.44,31.0,47.0,9.0,63.0
2021-01-02,24.8,18.6,43.0,64.0,8.0,64.0
2021-01-03,24.68,18.76,52.0,72.0,10.0,74.0
2021-01-04,24.56,18.92,32.0,43.0,10.0,79.0
2021-01-05,24.44,19.08,44.0,79.0,8.0,77.0
2021-01-06,24.32,19.240000000000002,44.0,74.0,10.0,75.0
2021-01-07,24.2,19.4,23.0,31.0,10.0,76.0
2021-01-08,24.08,19.56,21.0,34.0,9.0,79.0
2021-01-09,23.96,19.72,13.0,22.0,7.0,72.0
2021-01-10,23.84,19.88,26.0,36.0,6.0,78.0
2021-01-11,23.72,20.04,21.0,43.0,7.0,76.0
2021-01-12,23.6,20.2,17.0,27.0,6.0,71.0
2021-01-13,23.48,20.36,26.0,41.0,6.0,68.0
2021-01-14,23.36,20.52,15.0,26.0,3.0,62.0
2021-01-15,23.240000000000002,20.68,12.0,20.0,4.0,53.0
2021-01-16,23.12,20.84,13.0,21.0,3.0,51.0
2021-01-17,23.0,21.0,19.0,30.0,2.0,50.0
2021-01-18,22.88,21.16,18.0,31.0,2.0,48.0
2021-01-19,22.76,21.32,43.0,72.0,1.0,53.0
2021-01-20,22.64,21.48,66.0,109.0,2.0,57.0
2021-01-21,22.52,21.64,80.0,126.0,4.0,61.0
2021-01-22,22.4,21.8,86.0,130.0,6.0,70.0
2021-01-23,22.28,21.96,43.0,62.0,9.0,76.0
2021-01-24,22.16,22.12,33.0,52.0,8.0,75.0
2021-01-25,22.04,22.28,15.0,25.0,11.0,53.0
2021-01-26,21.92,22.44,7.0,11.0,7.0,67.0
2021-01-27,21.8,22.6,7.0,13.0,4.0,58.0
2021-01-28,21.68,22.759999999999998,17.0,29.0,6.0,47.0
2021-01-29,21.560000000000002,22.92,40.0,61.0,6.0,55.0
2021-01-30,21.44,23.08,23.0,34.0,10.0,68.0
2021-01-31,21.32,23.240000000000002,33.0,47.0,9.0,72.0
2021-02-01,21.2,23.4,25.0,37.0,10.0,77.0
2021-02-02,21.08,23.560000000000002,33.0,46.0,11.0,74.0
2021-02-03,20.96,23.72,41.0,64.0,10.0,71.0
2021-02-04,20.84,23.88,44.0,69.0,11.0,69.0
2021-02-05,20.72,24.04,44.0,66.0,11.0,68.0
2021-02-06,20.6,24.2,50.0,74.0,11.0,69.0
2021-02-07,20.48,24.36,73.0,106.0,9.0,73.0
2021-02-08,20.36,24.52,41.0,61.0,11.0,77.0
2021-02-09,20.240000000000002,24.68,38.0,52.0,9.0,78.0
2021-02-10,20.12,24.84,29.0,44.0,11.0,70.0
2021-02-11,20.0,25.0,12.0,20.0,10.0,73.0
2021-02-12,19.0,53.0,14.0,23.0,4.0,47.0
2021-02-13,17.0,52.0,12.0,19.0,-1.0,60.0
2021-02-14,13.0,64.0,15.0,23.0,-2.0,64.0
2021-02-15,28.0,46.0,33.0,52.0,1.0,57.0
2021-02-16,38.0,34.0,57.0,92.0,1.0,52.0
2021-02-17,38.0,39.0,60.0,91.0,3.0,51.0
2021-02-18,42.0,26.0,63.0,93.0,7.0,57.0
2021-02-19,29.0,22.0,45.0,68.0,7.0,60.0
2021-02-20,33.0,14.0,57.0,83.0,7.0,68.0
2021-02-21,22.0,26.0,39.0,56.0,10.0,67.0
2021-02-22,30.0,21.0,41.0,61.0,10.0,61.0
2021-02-23,39.0,22.0,51.0,84.0,12.0,56.0
2021-02-24,35.0,25.5,37.0,57.0,13.0,55.0
2021-02-25,31.0,29.0,39.0,66.0,14.0,55.0
2021-02-26,27.0,32.5,31.0,58.0,14.0,55.0
2021-02-27,23.0,36.0,35.0,59.0,14.0,53.0
2021-02-28,15.0,57.0,12.0,18.0,12.0,40.0
2021-03-01,24.0,44.0,18.0,28.0,10.0,43.0
2021-03-02,27.0,39.0,23.0,35.0,11.0,45.0
2021-03-03,31.0,37.0,26.0,42.0,12.0,42.0
2021-03-04,32.0,32.0,30.0,50.0,12.0,43.0
2021-03-05,33.0,33.0,29.0,47.0,13.0,39.0
2021-03-06,19.0,42.0,13.0,21.0,10.0,47.0
2021-03-07,17.0,55.0,21.0,31.0,9.0,37.0
2021-03-08,27.0,20.0,33.0,49.0,8.0,60.0
2021-03-09,28.0,30.0,33.0,47.0,9.0,66.0
2021-03-10,21.0,32.0,18.0,25.0,7.0,70.0
2021-03-11,19.0,58.0,17.0,26.0,7.0,49.0
2021-03-12,18.0,36.0,27.0,41.0,9.0,53.0
2021-03-13,28.0,25.0,34.0,52.0,11.0,58.0
2021-03-14,19.0,36.0,25.0,36.0,13.0,56.0
2021-03-15,18.0,32.0,12.0,18.0,10.0,65.0
2021-03-16,10.0,64.0,5.0,8.0,9.0,46.0
2021-03-17,9.0,62.0,6.0,9.0,9.0,41.0
2021-03-18,18.0,47.0,13.0,18.0,9.0,47.0
2021-03-19,21.0,43.0,19.0,26.0,9.0,49.0
2021-03-20,19.0,29.0,27.0,38.0,7.0,65.0
2021-03-21,17.0,20.0,34.0,47.0,5.0,73.0
2021-03-22,26.0,30.0,23.0,30.0,4.0,73.0
2021-03-23,17.0,50.0,10.0,15.0,6.0,59.0
2021-03-24,14.0,52.0,13.0,17.0,7.0,59.0
