date,no2,o3,pm25,pm10,temperature,humidity
2023-08-13,0.0,73.0,4.0,6.0,26.0,43.0
2023-08-14,1.0,59.0,6.0,10.0,27.0,44.0
2023-08-15,1.0,60.0,5.0,9.0,27.0,46.0
2023-08-16,1.0,57.0,9.0,14.0,27.0,50.0
2023-08-17,1.0,55.0,11.0,16.0,28.0,52.0
2023-08-18,1.0,49.0,10.0,15.0,30.0,50.0
2023-08-19,2.0,58.0,7.0,13.0,30.0,46.0
2023-08-20,1.0,61.0,5.0,9.0,30.0,42.0
2023-08-21,1.0,64.0,8.0,14.0,30.0,43.0
2023-08-22,1.5,59.0,10.0,15.0,31.0,43.0
2023-08-23,2.0,46.0,12.0,20.0,30.0,45.0
2023-08-24,3.0,34.0,14.0,20.0,28.0,54.0
2023-08-25,2.0,44.0,13.0,22.0,29.0,50.0
2023-08-26,2.0,51.0,11.0,22.0,30.0,42.0
2023-08-27,2.0,47.0,13.0,25.0,30.0,42.0
2023-08-28,2.0,47.0,12.0,23.0,30.0,43.0
2023-08-29,2.0,43.0,11.0,22.0,27.0,53.0
2023-08-30,3.0,38.0,5.0,11.0,25.0,50.0
2023-08-31,2.0,33.0,3.0,7.0,24.0,49.0
2023-09-01,2.0,43.0,5.0,9.0,24.0,46.0
2023-09-02,2.0,48.0,9.0,14.0,26.0,44.0
2023-09-03,1.3333333333333335,45.0,8.0,12.0,27.0,40.0
2023-09-04,0.6666666666666667,32.0,4.0,7.0,21.0,58.0
2023-09-05,0.0,35.0,4.0,7.0,23.0,51.0
2023-09-06,0.3333333333333333,43.0,5.0,8.0,25.0,47.0
2023-09-07,0.6666666666666666,38.0,7.0,10.0,25.0,49.0
2023-09-08,1.0,41.0,6.0,10.0,25.0,48.0
2023-09-09,2.0,48.0,5.0,10.0,25.0,43.0
2023-09-10,2.0,50.0,5.0,10.0,25.0,39.0
2023-09-11,2.0,46.666666666666664,6.0,11.0,25.0,40.0
2023-09-12,2.0,43.333333333333336,7.0,14.0,24.0,42.0
2023-09-13,2.0,40.0,6.0,13.0,25.0,43.0
2023-09-14,1.0,42.0,6.0,14.0,24.0,43.0
2023-09-15,1.0,44.0,12.0,17.0,25.0,50.0
2023-09-16,1.0,46.0,12.0,17.0,25.0,53.0
2023-09-17,1.1428571428571428,48.0,8.0,13.0,25.0,54.0
2023-09-18,1.2857142857142856,42.2,10.0,15.0,25.0,51.0
2023-09-19,1.4285714285714286,36.4,10.0,16.0,25.0,52.0
2023-09-20,1.5714285714285714,30.6,8.0,15.0,25.0,52.0
2023-09-21,1.7142857142857142,24.8,7.0,15.0,24.0,54.0
2023-09-22,1.8571428571428572,19.0,8.0,18.0,25.0,56.0
2023-09-23,2.0,31.0,9.0,25.0,26.0,49.0
2023-09-24,1.0,49.0,6.0,18.0,25.0,51.0
2023-09-25,1.0,40.0,7.0,12.0,22.0,63.0
2023-09-26,1.0,48.0,5.0,12.0,24.0,47.0
2023-09-27,1.0,52.0,5.0,11.0,24.0,43.0
2023-09-28,0.75,52.0,4.0,10.0,24.0,42.0
2023-09-29,0.5,52.0,5.0,12.0,23.0,43.0
2023-09-30,0.25,59.0,5.0,12.0,23.0,40.0
2023-10-01,0.0,75.0,11.0,20.0,23.0,44.0
2023-10-02,1.0,61.0,6.0,12.0,21.0,43.0
2023-10-03,2.0,49.0,8.0,16.0,20.0,47.0
2023-10-04,4.0,44.0,10.0,19.0,21.0,48.0
2023-10-05,3.0,53.0,13.0,21.0,22.0,52.0
2023-10-06,3.0,56.0,8.0,15.0,21.0,49.0
2023-10-07,3.0,49.0,8.0,16.0,19.0,44.0
2023-10-08,3.0,42.0,10.0,20.0,20.0,43.0
2023-10-09,4.0,38.0,6.0,15.0,21.0,44.0
2023-10-10,5.0,34.0,8.0,19.0,20.0,47.0
2023-10-11,4.0,41.0,9.0,19.0,20.0,51.0
2023-10-12,4.0,38.0,12.0,22.0,19.0,52.0
2023-10-13,5.0,38.0,13.0,24.0,20.0,50.0
2023-10-14,4.0,38.0,11.0,21.0,20.0,50.0
2023-10-15,4.0,38.333333333333336,12.0,22.0,20.0,49.0
2023-10-16,4.0,38.666666666666664,4.0,8.0,16.0,42.0
2023-10-17,4.0,39.0,17.0,27.0,12.0,63.0
2023-10-18,4.0,32.0,13.0,19.0,14.0,71.0
2023-10-19,4.0,28.5,10.0,16.0,16.0,68.0
2023-10-20,4.0,25.0,12.0,20.0,18.0,70.0
2023-10-21,5.0,22.0,13.0,23.0,19.0,71.0
2023-10-22,3.0,23.0,9.0,21.0,21.0,66.0
2023-10-23,3.0,25.0,8.0,23.0,21.0,65.0
2023-10-24,3.5,26.0,10.0,24.0,19.0,62.0
2023-10-25,4.0,22.0,12.0,30.0,18.0,75.0
2023-10-26,5.0,14.0,13.0,29.0,19.0,74.0
2023-10-27,6.0,14.0,9.0,20.0,18.0,77.0
2023-10-28,5.0,16.0,7.0,15.0,19.0,69.0
2023-10-29,3.0,28.0,8.0,16.0,17.0,60.0
2023-10-30,6.5,23.0,10.0,20.0,16.0,61.0
2023-10-31,10.0,19.0,11.0,22.0,15.0,66.0
2023-11-01,7.0,26.0,10.0,17.0,17.0,69.0
2023-11-02,7.333333333333333,24.0,13.0,22.0,17.0,69.0
2023-11-03,7.666666666666667,25.5,8.0,15.0,17.0,72.0
2023-11-04,8.0,27.0,8.0,14.0,15.0,78.0
2023-11-05,8.0,22.0,10.0,18.0,13.0,74.0
2023-11-06,7.0,26.0,7.0,15.0,17.0,62.0
2023-11-07,7.5,23.0,9.5,19.0,14.5,70.0
2023-11-08,8.0,20.0,12.0,23.0,12.0,78.0
2023-11-09,12.0,23.0,16.0,26.0,12.0,69.0
2023-11-10,7.0,10.0,18.0,29.0,11.0,75.0
2023-11-11,7.0,15.666666666666668,11.0,18.0,13.0,68.0
2023-11-12,7.0,21.333333333333336,9.0,16.0,11.0,69.0
2023-11-13,7.0,27.0,13.0,22.0,13.0,70.0
2023-11-14,4.0,14.0,28.0,50.0,11.0,74.0
2023-11-15,4.0,26.0,19.0,35.0,11.0,74.0
2023-11-16,8.0,32.0,10.0,20.0,12.0,63.0
2023-11-17,8.6,27.0,13.0,22.0,11.0,71.0
2023-11-18,9.2,22.0,2.0,4.0,9.0,48.0
2023-11-19,9.8,17.0,10.0,17.0,9.0,45.0
2023-11-20,10.4,12.0,21.0,36.0,9.0,57.0
2023-11-21,11.0,7.0,42.0,75.0,8.0,68.0
2023-11-22,12.0,7.0,37.0,60.0,10.0,76.0
2023-11-23,7.0,8.0,10.0,16.0,12.0,73.0
2023-11-24,6.0,9.0,26.0,44.0,12.0,74.0
2023-11-25,3.0,36.0,8.0,15.0,7.0,75.0
2023-11-26,4.0,57.0,5.0,8.0,5.0,50.0
2023-11-27,11.0,27.0,16.0,30.0,5.0,53.0
2023-11-28,12.0,19.0,18.0,30.0,6.0,70.0
2023-11-29,9.0,20.0,18.0,31.0,8.0,74.0
2023-11-30,9.0,18.0,27.0,46.0,7.0,72.0
2023-12-01,12.0,7.0,40.0,67.0,9.0,76.0
2023-12-02,9.5,18.5,22.0,38.0,12.0,69.0
2023-12-03,7.0,30.0,13.0,25.0,9.0,65.0
2023-12-04,9.333333333333334,24.0,17.0,30.0,5.0,58.0
2023-12-05,11.666666666666668,18.0,41.0,73.0,5.0,68.0
2023-12-06,14.0,12.0,47.0,78.0,8.0,75.0
2023-12-07,8.0,23.0,19.0,33.0,7.0,73.0
2023-12-08,8.0,31.0,17.0,27.0,6.0,63.0
2023-12-09,9.75,27.333333333333332,19.0,33.0,6.0,56.0
2023-12-10,11.5,23.666666666666668,35.0,62.0,6.0,65.0
2023-12-11,13.25,20.0,34.0,60.0,7.0,64.0
2023-12-12,15.0,13.5,37.0,65.0,9.0,63.0
2023-12-13,12.0,7.0,42.0,71.0,8.0,70.0
2023-12-14,9.0,18.333333333333336,32.0,52.0,8.0,75.0
2023-12-15,6.0,29.666666666666668,8.0,13.0,8.0,76.0
2023-12-16,3.0,41.0,5.0,8.0,6.0,71.0
2023-12-17,3.8333333333333335,32.25,16.0,28.0,6.0,61.0
2023-12-18,4.666666666666667,23.5,39.0,68.0,5.0,65.0
2023-12-19,5.5,14.75,60.0,102.0,6.0,68.0
2023-12-20,6.333333333333334,6.0,77.0,148.0,5.0,73.0
2023-12-21,7.166666666666667,7.0,61.0,112.0,6.0,66.0
2023-12-22,8.0,19.0,32.0,55.0,6.0,72.0
2023-12-23,10.0,18.0,44.0,85.0,5.0,76.0
2023-12-24,9.0,12.0,62.0,103.0,7.0,71.0
2023-12-25,10.0,12.0,63.0,107.0,7.0,70.0
2023-12-26,13.0,11.0,65.0,111.0,7.0,69.0
2023-12-27,12.333333333333334,13.0,56.0,94.0,8.0,68.0
2023-12-28,11.666666666666666,11.5,52.0,91.0,7.0,69.0
2023-12-29,11.0,10.0,76.0,141.0,5.0,72.0
2023-12-30,12.0,9.0,89.0,165.0,6.0,73.0
2023-12-31,9.0,17.0,82.0,138.0,7.0,71.0
2024-01-01,9.0,21.0,84.0,145.0,7.0,73.0
2024-01-02,9.0,17.0,80.0,135.0,8.0,78.0
2024-01-03,9.0,16.0,58.0,128.0,7.0,79.0
2024-01-04,9.0,15.0,48.0,94.0,7.0,78.0
2024-01-05,9.0,14.0,59.0,129.0,6.0,80.0
2024-01-06,7.333333333333333,13.0,83.0,151.0,7.0,80.0
2024-01-07,5.666666666666666,25.5,27.0,42.0,9.0,80.0
2024-01-08,4.0,38.0,16.0,26.0,8.0,74.0
2024-01-09,4.0,45.0,10.0,18.0,3.0,64.0
2024-01-10,6.0,43.5,13.0,23.0,3.0,59.0
2024-01-11,8.0,42.0,24.0,44.0,3.0,60.0
2024-01-12,6.0,45.0,25.0,47.0,3.0,58.0
2024-01-13,7.0,46.0,26.0,49.0,3.0,52.0
2024-01-14,9.0,32.0,41.0,80.0,2.0,57.0
2024-01-15,13.0,24.0,58.0,110.0,3.0,59.0
2024-01-16,9.0,37.0,37.0,69.0,4.0,62.0
2024-01-17,13.0,25.0,36.0,65.0,5.0,60.0
2024-01-18,11.0,12.0,32.0,52.0,10.0,74.0
2024-01-19,7.0,10.0,40.0,75.0,11.0,78.0
2024-01-20,6.0,28.0,5.0,10.0,3.0,70.0
2024-01-21,5.0,46.0,13.0,22.0,4.0,58.0
2024-01-22,10.0,21.0,31.0,53.0,2.0,57.0
2024-01-23,15.0,27.0,34.0,60.0,3.0,57.0
2024-01-24,7.0,33.0,15.0,27.0,8.0,50.0
2024-01-25,15.0,39.0,21.0,37.0,8.0,56.0
2024-01-26,9.0,45.0,8.0,18.0,10.0,45.0
2024-01-27,7.0,35.0,11.0,21.0,8.0,47.0
2024-01-28,4.0,46.0,6.0,11.0,7.0,48.0
2024-01-29,7.0,33.0,11.0,18.0,7.0,52.0
2024-01-30,9.0,33.0,14.0,25.0,7.0,46.0
2024-01-31,13.0,25.0,24.0,45.0,6.0,42.0
2024-02-01,15.0,17.0,34.0,61.0,6.0,41.0
2024-02-02,12.0,22.0,24.0,45.0,7.0,44.0
2024-02-03,12.0,19.0,25.0,46.0,6.0,50.0
2024-02-04,12.0,18.0,46.0,80.0,9.0,52.0
2024-02-05,12.5,15.333333333333334,38.0,64.0,9.0,55.0
2024-02-06,13.0,12.666666666666668,37.0,64.0,10.0,50.0
2024-02-07,16.0,10.0,40.0,68.0,9.0,55.0
2024-02-08,13.0,16.0,35.0,62.0,11.0,53.0
2024-02-09,13.0,17.0,25.0,42.0,11.0,52.0
2024-02-10,9.5,22.5,30.0,50.0,10.0,59.0
2024-02-11,6.0,28.0,15.0,25.0,12.0,64.0
2024-02-12,8.0,18.0,16.0,31.0,11.0,68.0
2024-02-13,6.0,26.0,8.0,15.0,11.0,57.0
2024-02-14,7.0,34.0,8.0,14.0,10.0,47.0
2024-02-15,9.0,39.0,13.0,23.0,10.0,44.0
2024-02-16,12.0,24.0,19.0,36.0,9.0,50.0
2024-02-17,9.0,21.0,25.0,42.0,10.0,49.0
2024-02-18,6.0,29.0,22.0,38.0,11.0,49.0
2024-02-19,5.333333333333333,29.0,22.0,35.0,11.0,51.0
2024-02-20,4.666666666666667,29.0,21.0,34.0,11.0,51.0
2024-02-21,4.0,29.0,14.0,24.0,11.0,50.0
2024-02-22,3.3333333333333335,29.0,16.0,27.0,12.0,51.0
2024-02-23,2.666666666666667,29.0,19.0,31.0,13.0,54.0
2024-02-24,2.0,29.0,17.0,29.0,14.0,59.0
2024-02-25,3.0,38.0,11.0,19.0,14.0,62.0
2024-02-26,3.5,34.0,14.0,23.0,15.0,58.0
2024-02-27,4.0,30.0,13.0,24.0,14.0,56.0
2024-02-28,5.0,35.0,14.0,23.0,14.0,62.0
2024-02-29,4.0,31.0,16.0,27.0,14.0,66.0
2024-03-01,4.0,47.0,11.0,18.0,13.0,72.0
2024-03-02,5.0,29.0,13.0,23.0,14.0,65.0
2024-03-03,6.0,27.0,12.0,23.0,13.0,57.0
2024-03-04,4.0,36.0,9.0,18.0,13.0,62.0
2024-03-05,5.0,39.0,11.0,19.0,14.0,59.0
2024-03-06,6.5,36.0,13.0,22.0,13.0,57.0
2024-03-07,8.0,33.0,10.0,18.0,12.0,62.0
2024-03-08,4.0,36.0,9.0,16.0,12.0,52.0
2024-03-09,7.0,29.0,11.0,19.0,11.0,61.0
2024-03-10,4.0,40.0,11.0,18.0,13.0,64.0
2024-03-11,6.0,39.0,10.0,17.0,13.0,69.0
2024-03-12,5.0,33.0,11.0,20.0,12.0,68.0
2024-03-13,5.0,26.0,7.0,14.0,12.0,59.0
2024-03-14,4.0,31.0,10.0,17.0,13.0,53.0
2024-03-15,6.0,31.0,14.0,23.0,13.0,52.0
2024-03-16,5.0,31.0,12.0,20.0,15.0,51.0
2024-03-17,4.0,35.0,10.0,16.0,15.0,60.0
2024-03-18,4.0,29.0,9.0,15.0,15.0,51.0
2024-03-19,2.0,41.0,7.0,12.0,12.0,54.0
2024-03-20,6.0,44.0,7.0,14.0,11.0,39.0
2024-03-21,6.0,30.0,13.0,22.0,12.0,41.0
2024-03-22,7.0,36.0,12.0,23.0,14.0,38.0
2024-03-23,5.0,39.0,12.0,21.0,14.0,46.0
2024-03-24,4.0,42.0,8.0,15.0,15.0,47.0
2024-03-25,6.0,47.0,6.0,11.0,11.0,52.0
2024-03-26,7.0,23.0,12.0,20.0,9.0,60.0
2024-03-27,4.0,29.0,14.0,26.0,13.0,69.0
2024-03-28,3.0,48.0,6.0,14.0,18.0,50.0
2024-03-29,7.0,43.0,6.0,12.0,18.0,47.0
2024-03-30,7.0,55.0,5.0,13.0,19.0,46.0
2024-03-31,13.0,48.666666666666664,5.0,15.0,19.0,48.0
2024-04-01,19.0,42.333333333333336,7.0,20.0,19.0,48.0
2024-04-02,25.0,36.0,3.0,11.0,20.0,33.0
2024-04-03,31.0,33.333333333333336,4.0,9.0,17.0,36.0
2024-04-04,29.0,30.666666666666668,5.0,11.0,18.0,37.0
2024-04-05,33.0,28.0,5.0,12.0,18.0,40.0
2024-04-06,36.0,29.0,5.0,11.0,20.0,42.0
2024-04-07,20.0,41.0,4.0,9.0,20.0,43.0
2024-04-08,32.0,28.0,4.0,8.0,19.0,39.0
2024-04-09,46.0,30.5,5.0,10.0,20.0,41.0
2024-04-10,37.0,33.0,5.0,10.0,20.0,43.0
2024-04-11,31.0,37.0,6.0,20.0,21.0,41.0
2024-04-12,29.0,45.0,7.0,12.0,22.0,43.0
2024-04-13,25.0,49.0,8.0,15.0,23.0,46.0
2024-04-14,25.75,40.5,5.0,10.0,22.0,43.0
2024-04-15,26.5,32.0,6.0,13.0,22.0,43.0
2024-04-16,27.25,23.5,6.0,15.0,20.0,50.0
2024-04-17,28.0,15.0,5.0,11.0,16.0,68.0
2024-04-18,24.0,31.0,3.0,6.0,12.0,58.0
2024-04-19,25.0,24.0,6.0,10.0,13.0,56.0
2024-04-20,18.0,45.0,5.0,9.0,15.0,46.0
2024-04-21,20.0,22.0,7.0,11.0,11.0,67.0
2024-04-22,32.0,15.5,7.0,12.0,14.0,56.0
2024-04-23,33.0,9.0,10.0,14.0,13.0,76.0
2024-04-24,15.0,32.0,5.0,11.0,16.0,57.0
2024-04-25,20.0,34.0,5.0,9.0,15.0,58.0
2024-04-26,31.0,25.0,5.0,9.0,15.0,52.0
2024-04-27,33.0,28.0,5.0,9.0,18.0,49.0
2024-04-28,33.0,31.666666666666668,5.0,9.0,19.0,45.0
2024-04-29,33.0,35.333333333333336,4.0,8.0,20.0,43.0
2024-04-30,33.0,39.0,3.0,7.0,20.0,43.0
2024-05-01,25.0,34.0,4.0,8.0,21.0,53.0
2024-05-02,23.0,35.333333333333336,5.0,10.0,20.0,62.0
2024-05-03,21.0,36.666666666666664,3.0,7.0,17.0,59.0
2024-05-04,18.0,38.0,4.0,7.0,16.0,64.0
2024-05-05,22.0,40.0,6.0,10.0,19.0,51.0
2024-05-06,26.0,33.0,4.0,9.0,20.0,50.0
2024-05-07,36.0,26.0,4.0,8.0,21.0,50.0
2024-05-08,29.0,23.0,5.0,9.0,22.0,56.0
2024-05-09,27.0,18.0,5.0,8.0,19.0,71.0
2024-05-10,23.5,31.0,2.0,5.0,17.0,64.0
2024-05-11,20.0,44.0,4.0,8.0,20.0,46.0
2024-05-12,23.0,42.0,4.0,8.0,20.0,49.0
2024-05-13,26.666666666666668,33.0,5.0,8.0,21.0,46.0
2024-05-14,30.333333333333332,24.0,5.0,8.0,17.0,64.0
2024-05-15,34.0,23.0,6.0,10.0,16.0,75.0
2024-05-16,32.333333333333336,24.0,5.0,9.0,14.0,77.0
2024-05-17,30.666666666666668,25.0,9.0,16.0,18.0,68.0
2024-05-18,29.0,26.0,8.0,18.0,21.0,63.0
2024-05-19,26.0,29.0,7.0,18.0,22.0,71.0
2024-05-20,29.0,32.5,10.0,19.0,23.0,69.0
2024-05-21,32.0,36.0,8.0,17.0,23.0,64.0
2024-05-22,30.0,19.0,7.0,17.0,21.0,69.0
2024-05-23,28.0,29.0,2.0,7.0,21.0,54.0
2024-05-24,23.0,35.0,4.0,8.0,22.0,54.0
2024-05-25,29.0,39.0,5.0,9.0,22.0,53.0
2024-05-26,27.0,41.0,4.0,7.0,22.0,55.0
2024-05-27,31.0,36.0,3.0,7.0,22.0,50.0
2024-05-28,34.5,33.0,4.0,8.0,20.0,53.0
2024-05-29,38.0,29.0,5.0,10.0,21.0,55.0
2024-05-30,34.0,34.0,5.0,10.0,22.0,55.0
2024-05-31,35.0,26.0,5.0,10.0,22.0,59.0
2024-06-01,35.0,32.0,5.0,10.0,24.0,54.0
2024-06-02,31.0,38.0,4.0,9.0,26.0,51.0
2024-06-03,41.0,38.5,7.0,12.0,25.0,62.0
2024-06-04,36.0,39.0,5.0,12.0,26.0,49.0
2024-06-05,33.0,48.5,3.0,8.0,25.0,47.0
2024-06-06,31.0,58.0,3.0,7.0,26.0,43.0
2024-06-07,39.0,58.5,4.0,8.0,27.0,44.0
2024-06-08,35.0,59.0,5.0,10.0,28.0,45.0
2024-06-09,33.0,53.0,7.0,13.0,28.0,47.0
2024-06-10,38.0,36.0,7.0,16.0,28.0,47.0
2024-06-11,43.0,43.0,4.0,12.0,28.0,39.0
2024-06-12,36.0,52.0,4.0,13.0,29.0,39.0
2024-06-13,38.0,45.0,4.0,15.0,29.0,40.0
2024-06-14,34.5,39.0,3.0,7.0,25.0,48.0
2024-06-15,31.0,52.0,4.0,8.0,25.0,46.0
2024-06-16,32.0,53.0,5.0,9.0,27.0,45.0
2024-06-17,38.0,47.0,5.0,8.0,28.0,46.0
2024-06-18,37.0,57.0,5.0,11.0,30.0,43.0
2024-06-19,37.0,54.0,6.0,10.0,30.0,41.0
2024-06-20,37.0,56.0,7.0,18.0,31.0,39.0
2024-06-21,30.0,69.0,8.0,27.0,32.0,40.0
2024-06-22,27.5,62.0,7.0,22.0,32.0,43.0
2024-06-23,25.0,55.0,8.0,18.0,30.0,52.0
2024-06-24,27.0,40.0,7.0,16.0,27.0,59.0
2024-06-25,37.0,35.0,5.0,13.0,27.0,58.0
2024-06-26,37.0,35.0,6.0,14.0,27.0,58.0
2024-06-27,33.0,27.0,5.0,10.0,25.0,68.0
2024-06-28,28.0,39.0,4.0,9.0,26.0,57.0
2024-06-29,21.0,62.0,7.0,10.0,29.0,48.0
2024-06-30,25.0,51.0,5.0,10.0,29.0,46.0
2024-07-01,37.0,52.0,6.0,12.0,30.0,47.0
2024-07-02,36.0,39.0,5.0,11.0,27.0,54.0
2024-07-03,24.0,41.0,4.0,8.0,24.0,48.0
2024-07-04,24.5,46.0,4.0,7.0,25.0,43.0
2024-07-05,25.0,51.0,5.0,9.0,26.0,44.0
2024-07-06,31.0,48.0,5.0,10.0,27.0,44.0
2024-07-07,26.0,58.0,6.0,10.0,29.0,43.0
2024-07-08,29.0,55.0,8.0,13.0,31.0,45.0
2024-07-09,32.0,53.0,6.0,12.0,31.0,42.0
2024-07-10,28.0,67.0,5.0,12.0,32.0,38.0
2024-07-11,35.0,62.0,5.0,13.0,32.0,38.0
2024-07-12,36.0,63.6,6.0,13.0,32.0,37.0
2024-07-13,37.0,65.2,7.0,13.0,32.0,37.0
2024-07-14,38.0,66.8,8.0,12.0,32.0,38.0
2024-07-15,39.0,68.4,8.0,14.0,33.0,37.0
2024-07-16,40.0,70.0,6.0,12.0,33.0,32.0
2024-07-17,47.0,68.0,7.0,13.0,32.0,32.0
2024-07-18,39.0,73.0,10.0,17.0,32.0,40.0
2024-07-19,47.0,65.0,10.0,16.0,32.0,45.0
2024-07-20,36.0,65.0,11.0,17.0,31.0,46.0
2024-07-21,27.0,71.0,11.0,15.0,31.0,43.0
2024-07-22,25.5,67.0,12.0,16.0,31.0,42.0
2024-07-23,24.0,86.0,8.0,12.0,31.0,40.0
2024-07-24,33.0,58.0,10.0,14.0,29.0,50.0
2024-07-25,26.0,58.0,5.0,9.0,28.0,44.0
2024-07-26,27.0,66.0,3.0,7.0,28.0,36.0
2024-07-27,33.0,72.0,4.0,9.0,28.0,36.0
2024-07-28,35.0,76.0,5.0,10.0,29.0,34.0
2024-07-29,30.0,75.0,4.0,9.0,30.0,37.0
2024-07-30,25.0,74.0,3.0,7.0,29.0,27.0
2024-07-31,34.0,71.0,5.0,10.0,28.0,30.0
2024-08-01,49.0,68.0,9.0,15.0,28.0,28.0
2024-08-02,39.0,72.0,12.0,20.0,29.0,32.0
2024-08-03,31.0,63.0,8.0,15.0,28.0,43.0
2024-08-04,28.0,63.0,5.0,9.0,27.0,45.0
2024-08-05,35.0,67.0,5.0,9.0,28.0,36.0
2024-08-06,31.0,62.0,5.0,8.0,28.0,37.0
2024-08-07,40.0,64.0,5.0,7.0,28.0,34.0
2024-08-08,40.0,64.0,6.0,10.0,28.0,39.0
2024-08-09,30.0,62.0,5.0,10.0,29.0,43.0
2024-08-10,26.0,72.0,4.0,7.0,30.0,34.0
2024-08-11,28.0,76.0,4.0,7.0,30.0,34.0
2024-08-12,41.0,65.0,5.0,9.0,31.0,34.0
2024-08-13,51.0,59.0,7.0,12.0,32.0,35.0
2024-08-14,54.0,48.0,9.0,14.0,32.0,34.0
2024-08-15,51.0,58.0,8.0,13.0,32.0,33.0
2024-08-16,48.0,70.0,9.0,14.0,32.0,33.0
2024-08-17,44.0,67.0,11.0,17.0,32.0,36.0
2024-08-18,36.0,53.0,10.0,16.0,29.0,47.0
2024-08-19,38.0,26.0,11.0,16.0,26.0,61.0
2024-08-20,34.0,36.0,9.0,14.0,26.0,63.0
2024-08-21,33.0,46.0,7.0,13.0,27.0,53.0
2024-08-22,37.0,53.0,7.0,13.0,29.0,47.0
2024-08-23,44.0,60.0,8.0,14.0,29.0,40.0
2024-08-24,42.0,57.0,7.0,13.0,30.0,35.0
2024-08-25,41.0,66.0,11.0,22.0,30.0,35.0
2024-08-26,47.0,47.0,8.0,31.0,28.0,41.0
2024-08-27,40.0,48.0,7.0,30.0,28.0,40.0
2024-08-28,31.0,65.0,8.0,31.0,29.0,39.0
2024-08-29,38.0,51.0,9.0,33.0,27.0,47.0
2024-08-30,41.0,44.0,7.0,29.0,26.0,51.0
2024-08-31,41.0,40.0,7.0,33.0,26.0,52.0
2024-09-01,40.0,44.0,7.0,36.0,27.0,42.0
2024-09-02,57.0,54.0,7.0,39.0,28.0,38.0
2024-09-03,58.0,39.0,8.0,37.0,28.0,38.0
2024-09-04,58.0,34.0,11.0,39.0,28.0,38.0
2024-09-05,58.0,28.0,14.0,22.0,28.0,40.0
2024-09-06,51.0,25.5,9.0,16.0,27.0,45.0
2024-09-07,39.0,23.0,8.0,16.0,26.0,51.0
2024-09-08,38.0,23.0,10.0,17.0,26.0,53.0
2024-09-09,29.0,26.0,7.0,13.0,26.0,58.0
2024-09-10,30.0,19.0,3.0,6.0,21.0,74.0
2024-09-11,36.5,21.0,3.0,5.0,21.0,66.0
2024-09-12,43.0,19.0,7.0,12.0,22.0,60.0
2024-09-13,36.0,17.0,4.0,7.0,22.0,62.0
2024-09-14,35.0,21.0,2.0,6.0,21.0,54.0
2024-09-15,32.0,18.0,2.0,5.0,17.0,59.0
2024-09-16,45.0,14.0,2.0,5.0,18.0,59.0
2024-09-17,48.0,14.0,3.0,7.0,19.0,58.0
2024-09-18,43.0,5.0,6.0,10.0,18.0,77.0
2024-09-19,35.0,9.0,9.0,14.0,19.0,73.0
2024-09-20,36.333333333333336,17.5,6.0,11.0,20.0,68.0
2024-09-21,37.666666666666664,26.0,5.0,10.0,21.0,56.0
2024-09-22,39.0,24.0,5.0,11.0,20.0,51.0
2024-09-23,39.0,15.0,6.0,12.0,20.0,53.0
2024-09-24,45.0,20.0,6.0,12.0,20.0,60.0
2024-09-25,46.5,20.5,8.0,14.0,22.0,63.0
2024-09-26,48.0,21.0,6.0,12.0,22.0,57.0
2024-09-27,47.0,21.5,6.0,12.0,23.0,55.0
2024-09-28,46.0,22.0,8.0,15.0,23.0,55.0
2024-09-29,25.0,24.333333333333332,4.0,7.0,19.0,60.0
2024-09-30,22.0,26.666666666666668,1.0,4.0,17.0,44.0
2024-10-01,39.0,29.0,3.0,8.0,16.0,43.0
2024-10-02,46.5,15.0,6.0,12.0,17.0,48.0
2024-10-03,54.0,11.0,7.0,14.0,18.0,55.0
2024-10-04,43.0,11.5,6.0,11.0,19.0,71.0
2024-10-05,32.0,12.0,6.0,11.0,20.0,73.0
2024-10-06,28.0,16.0,4.0,7.0,18.0,68.0
2024-10-07,33.0,11.0,5.0,10.0,17.0,67.0
2024-10-08,34.5,10.666666666666666,5.0,11.0,17.0,65.0
2024-10-09,36.0,10.333333333333334,6.0,11.0,17.0,72.0
2024-10-10,41.0,10.0,6.0,13.0,20.0,68.0
2024-10-11,29.0,16.0,7.0,13.0,21.0,71.0
2024-10-12,25.0,28.0,4.0,6.0,19.0,60.0
2024-10-13,33.0,13.0,8.0,12.0,16.0,62.0
2024-10-14,39.5,10.0,8.0,15.0,17.0,61.0
2024-10-15,46.0,8.0,10.0,18.0,17.0,63.0
2024-10-16,44.25,9.666666666666666,8.0,14.0,18.0,61.0
2024-10-17,42.5,11.333333333333334,7.0,12.0,17.0,60.0
2024-10-18,40.75,13.0,7.0,13.0,17.0,64.0
2024-10-19,39.0,15.0,6.0,11.0,15.0,67.0
2024-10-20,34.0,18.0,7.0,12.0,15.0,64.0
2024-10-21,34.0,8.0,13.0,23.0,14.0,65.0
2024-10-22,38.0,8.0,14.0,25.0,14.0,65.0
2024-10-23,42.0,8.0,18.0,29.0,15.0,63.0
2024-10-24,50.0,9.0,15.0,26.0,15.0,60.0
2024-10-25,52.0,10.5,14.0,24.0,16.0,62.0
2024-10-26,44.0,12.0,18.0,28.0,15.0,64.0
2024-10-27,28.0,25.0,22.0,33.0,16.0,65.0
